requestedLatitude,requestedLongitude,latitude,longitude,gridpointId,validTimeUtc,drivingDifficultyIndex,iconCode,iconCodeExtended,precip1Hour,precip6Hour,precip24Hour,precip2Day,precip3Day,precip7Day,precipMtd,precipYtd,pressureChange,pressureMeanSeaLevel,relativeHumidity,snow1Hour,snow6Hour,snow24Hour,snow2Day,snow3Day,snow7Day,snowMtd,snowSeason,snowYtd,temperature,temperatureChange24Hour,temperatureMax24Hour,temperatureMin24Hour,temperatureDewPoint,temperatureFeelsLike,uvIndex,visibility,windDirection,windSpeed,windGust
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2022-12-31T20:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,0.4,1031.5,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-1.2,-0.4,9.0,-3.0,-2.1,-1.2,0,9.94,240.0,3.2,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2022-12-31T21:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,0.3,1031.4,95.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-2.1,-0.6,9.0,-3.0,-2.8,-4.0,0,8.77,270.0,4.7,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2022-12-31T22:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,0.1,1031.7,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-2.2,-0.4,9.0,-3.0,-2.3,-4.8,0,8.09,270.0,6.5,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2022-12-31T23:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,0.4,1031.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-2.6,-0.3,9.0,-3.0,-2.6,-5.7,0,8.05,270.0,7.6,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T00:20:00+0000,0,33,3300,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,0.4,1031.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-3.1,-0.4,9.0,-3.1,-3.1,-6.5,0,8.05,270.0,8.3,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T01:20:00+0000,0,29,2900,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,0.6,1032.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-2.6,-0.3,9.0,-3.1,-2.6,-6.1,0,8.05,270.0,9.0,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T02:20:00+0000,0,29,2900,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,0.6,1032.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-3.0,-0.3,9.0,-3.1,-3.0,-6.7,0,8.05,270.0,9.4,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T03:20:00+0000,0,29,2900,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,0.7,1032.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-3.8,-0.4,9.0,-3.8,-3.8,-7.7,0,8.05,270.0,9.7,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T04:20:00+0000,0,30,3000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,0.9,1032.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-3.4,-0.2,9.0,-4.0,-3.4,-7.4,0,8.05,260.0,9.7,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T05:20:00+0000,0,30,3000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,1.1,1033.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-2.3,-0.1,9.0,-4.0,-2.3,-6.2,0,9.48,270.0,10.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T06:20:00+0000,0,30,3000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,1.2,1033.7,91.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.9,0.1,9.0,-4.0,-0.5,-2.6,1,12.7,280.0,10.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T07:20:00+0000,0,34,3400,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,0.8,1033.7,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.6,0.3,9.0,-4.0,0.8,0.8,1,14.09,290.0,10.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T08:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,-0.2,1033.0,63.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,6.9,0.9,9.0,-4.0,0.4,4.4,2,14.15,290.0,12.6,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T09:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,-1.0,1032.7,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,8.5,0.7,9.0,-4.0,-0.7,6.5,2,14.27,310.0,11.2,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T10:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,-1.4,1032.2,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,9.6,0.8,10.0,-4.0,-1.2,8.1,1,14.27,310.0,10.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T11:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,5.0,152.0,-1.2,1031.9,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,10.1,0.8,10.1,-4.0,-1.5,9.1,1,14.27,310.0,8.3,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T12:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,1032.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.0,10.4,-4.0,-1.4,10.2,0,16.09,310.0,5.0,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T13:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1032.4,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.1,10.5,-4.0,-1.7,7.9,0,14.27,250.0,4.3,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T14:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1032.7,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,-0.1,10.5,-4.0,-2.6,3.8,0,14.28,240.0,5.4,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T15:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1032.9,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.2,10.5,-4.0,-3.3,1.7,0,14.31,230.0,5.4,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T16:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1033.3,70.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,-0.2,10.5,-4.0,-3.4,-0.2,0,14.12,220.0,5.4,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T17:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1033.4,76.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.4,10.5,-4.0,-3.3,-1.8,0,13.99,240.0,6.1,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T18:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1033.3,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-0.8,10.5,-4.0,-3.4,-2.6,0,13.45,260.0,5.4,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T19:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1033.3,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-0.4,10.5,-4.0,-3.3,-3.0,0,12.42,260.0,6.1,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T20:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,1033.0,86.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,-0.4,10.5,-4.0,-3.7,-4.3,0,10.69,260.0,6.5,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T21:20:00+0000,0,33,3300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1032.8,89.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,-0.1,10.5,-4.0,-3.7,-5.0,0,10.53,260.0,7.2,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T22:20:00+0000,0,33,3300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,1032.7,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.1,10.5,-4.0,-3.3,-5.2,0,12.02,250.0,8.3,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-01T23:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,1032.4,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4,0.1,10.5,-4.0,-3.6,-5.7,0,12.58,250.0,8.3,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T00:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,1031.8,94.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.1,10.5,-4.0,-3.7,-6.7,0,12.12,260.0,9.4,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T01:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1032.0,92.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4,0.1,10.5,-4.0,-3.4,-6.0,0,13.03,260.0,9.7,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T02:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,1031.9,94.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9,0.0,10.5,-4.0,-3.7,-6.6,0,13.23,260.0,9.0,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T03:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.7,96.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3,0.2,10.5,-4.0,-3.7,-7.3,0,12.87,260.0,10.1,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T04:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1032.0,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1,0.2,10.5,-3.5,-4.0,-6.6,0,13.87,270.0,8.6,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T05:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1032.4,89.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.4,10.5,-3.3,-3.0,-5.1,0,14.29,270.0,10.1,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T06:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1032.7,76.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.7,10.5,-3.3,-1.5,-0.7,1,15.09,270.0,10.1,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T07:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1032.5,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.9,10.5,-3.3,-0.6,2.6,1,14.27,290.0,11.9,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T08:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,1031.7,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.5,10.5,-3.3,-0.5,5.4,2,14.27,280.0,14.4,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T09:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,1030.9,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.6,10.5,-3.3,-1.2,7.7,2,14.27,290.0,12.6,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T10:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,1030.3,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.7,11.2,-3.3,-1.1,9.7,1,14.27,300.0,10.1,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T11:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,1029.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.8,11.6,-3.3,-1.1,11.1,1,14.27,290.0,6.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T12:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,1029.8,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.4,11.6,-3.3,-1.1,11.0,0,14.27,280.0,6.5,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T13:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1030.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,1.0,12.1,-3.3,-1.4,9.2,0,14.17,260.0,5.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T14:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1030.0,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.9,12.1,-3.3,-2.5,5.5,0,13.81,240.0,5.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T15:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1030.5,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.7,12.1,-3.3,-3.0,3.2,0,13.55,230.0,5.4,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T16:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1030.5,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.6,12.1,-3.3,-3.1,1.1,0,13.84,230.0,5.4,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T17:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1030.5,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6,12.1,-3.3,-3.1,-0.7,0,14.0,240.0,7.2,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T18:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.7,75.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,12.1,-3.3,-3.1,-1.3,0,13.2,230.0,5.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T19:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.8,75.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,12.1,-3.3,-3.3,-1.8,0,14.41,230.0,6.5,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T20:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1030.7,79.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.9,12.1,-3.3,-3.3,-2.6,0,13.75,240.0,6.5,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T21:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1030.8,88.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,0.5,12.1,-3.3,-2.8,-3.5,0,12.68,260.0,6.1,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T22:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1030.5,88.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,0.4,12.1,-3.3,-2.7,-3.4,0,13.38,260.0,6.1,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-02T23:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1030.5,91.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,0.3,12.1,-3.3,-3.0,-4.5,0,13.26,260.0,6.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T00:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1030.5,94.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.3,12.1,-3.3,-3.0,-5.5,0,12.56,260.0,8.3,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T01:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1030.5,90.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,0.3,12.1,-3.3,-3.2,-5.1,0,13.34,260.0,8.3,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T02:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1030.5,90.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.3,12.1,-3.3,-3.7,-5.6,0,13.64,260.0,8.3,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T03:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1030.7,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9,0.2,12.1,-3.3,-3.8,-6.3,0,12.94,260.0,8.6,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T04:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1030.9,92.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,0.3,12.1,-3.1,-3.6,-6.0,0,13.52,270.0,8.6,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T05:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1031.0,88.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.3,12.1,-3.0,-2.6,-3.6,0,14.01,270.0,7.2,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T06:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1031.5,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.2,12.1,-3.0,-1.4,0.6,1,14.15,270.0,6.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T07:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1031.5,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3,12.1,-3.0,-0.8,4.6,1,14.27,290.0,6.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T08:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1030.8,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.4,12.1,-3.0,-0.9,8.0,2,14.27,300.0,6.1,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T09:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,1029.9,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.3,12.1,-3.0,-1.2,10.1,2,14.27,310.0,4.3,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T10:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2,1029.2,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.2,12.1,-3.0,-1.1,11.3,1,14.27,330.0,3.6,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T11:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2,1028.7,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.1,12.1,-3.0,-0.8,11.7,1,14.27,20.0,2.9,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T12:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,1028.5,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,12.1,-3.0,-0.5,11.5,0,14.27,100.0,3.2,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T13:20:00+0000,0,32,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,1028.5,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.2,12.0,-3.0,-0.2,10.0,0,14.2,150.0,2.5,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T14:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1028.4,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.3,12.0,-3.0,-1.2,7.2,0,14.02,150.0,1.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T15:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.3,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.5,12.0,-3.0,-1.4,5.3,0,13.82,100.0,2.2,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T16:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1028.2,68.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.3,12.0,-3.0,-2.0,3.3,0,13.56,130.0,4.0,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T17:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,1028.0,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.1,12.0,-3.0,-2.1,1.9,0,13.55,310.0,4.7,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T18:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,1027.5,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.4,12.0,-3.0,-2.0,1.4,0,13.9,290.0,4.3,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T19:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,1027.4,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,12.0,-3.0,-2.1,0.9,0,14.35,260.0,3.6,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T20:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,1026.7,86.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-0.3,12.0,-3.0,-2.7,-2.6,0,11.77,250.0,5.0,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T21:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,1025.7,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-0.3,12.0,-3.0,-2.8,-4.1,0,10.39,260.0,6.8,
39.99,48.06,39.97802197802197,48.076132788447126,tp45mvzbz56y5,2023-01-03T22:20:00+0000,0,31,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,1025.3,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-0.2,12.0,-3.0,-2.9,-4.4,0,11.97,260.0,7.9,
